,Unnamed: 0,filename,captions,keywords,top_keywords,cluster_ids,cluster_keywords,cluster_similarity_score,video_similarity_score
2480,2480,25022,there are many people playing soccer on a field in the woods several people are playing soccer on a field with trees in the background there are many people playing soccer on a field in the woods there are many people playing soccer on a field with trees in the background there are many people playing soccer on a field in the woods there are many people playing soccer on a field with trees in the background,soccer woods trees people playing ,soccer_woods_trees,4,soccer_football_players_people,0.4572096828681727,0.44873053
2481,2481,20762,man with long hair playing a guitar in a living room there is a man that is playing a guitar in a room,guitar room hair living playing ,guitar_room_hair,13,microphone_guitar_stage_room,0.39757259966634784,0.5140985
2482,2482,25210,bride laying on steps with groom in uniform in background bride and groom standing on steps in front of a building,steps bride groom laying standing ,steps_bride_groom,10,bride_groom_wedding_standing,0.5019372143691851,0.6511452
2483,2483,26495,there is a man standing in front of a building with a clock on it there is a white building with a clock tower on the top  man standing in front of a church with a backpack,church tower building standing clock ,church_tower_building,44,city_building_view_walking,0.3526158644465816,0.41777873
2484,2484,19248,there is a red crane hanging from a building in a warehouse there is a man that is standing on a ladder in a building,crane warehouse ladder building standing ,crane_warehouse_ladder,43,woman_standing_room_dark,0.23219229047408146,0.13540664
2485,2485,22809,there is a man that is standing in the dark with a cell phone there is a narrow alley with a green door and a white building,alley door dark building phone ,alley_door_dark,15,dark_background_phone_standing,0.2633934019697437,0.50004447
2486,2486,22035,there is a man riding a bike on a ramp at a skate park there is a man riding a skateboard up the side of a ramp there is a man that is standing on a skateboard at a skate park there is a skateboarder doing a trick on a ramp,skateboarder skateboard skate ramp park ,skateboarder_skateboard_skate,19,skateboard_skateboarder_riding_ramp,0.5028911338498195,0.5785444
2487,2487,20306,person holding onto a parachute while flying over a field  paraglider flying over a green field with a white helmet,parachute paraglider flying person helmet ,parachute_paraglider_flying,36,flying_parachute_sky_paraglider,0.4943497387232396,0.7920988
2488,2488,25674,people standing around a table with food and drinks on it people are sitting on blankets in a park with a building in the background,people park blankets food sitting ,people_park_blankets,48,people_standing_street_crowd,0.3149428562677685,0.2654669
2489,2489,27123,two men sitting on a couch with a laptop computer two men sitting on a couch with a laptop computer two men sitting on a couch with one holding a remote there are two men sitting on a couch with one holding a remote,couch men laptop remote computer ,couch_men_laptop,26,woman_standing_sitting_room,0.25453812250872027,0.025228836
2490,2490,23583,view of a mountain range with a lake and a ski lift  view of a mountain with a ski lift in the foreground  view of a mountain range with a ski lift in the foreground,mountain ski lake view lift ,mountain_ski_lake,2,skiers_snow_snowy_mountain,0.5481712681854644,0.42223603
2491,2491,22451,there is a man that is standing in front of a wall there is a man that is standing in front of a sign,sign standing wall man ,sign_standing_wall,23,sitting_standing_man_shirt,0.3523601800203323,0.38832748
2492,2492,27311,surfer riding a wave in the ocean with a yellow board,surfer wave ocean yellow board ,surfer_wave_ocean,11,ocean_beach_boat_water,0.38622879080706574,0.38908944
2493,2493,22663,paraglider in the air with a parachute over a body of water  paraglider in the air above a body of water,paraglider parachute air water body ,paraglider_parachute_air,36,flying_parachute_sky_paraglider,0.4943497387232396,0.7297257
2494,2494,20134,several men are sitting at a bar with drinks and a clock several people are sitting at a bar with drinks and a man standing behind them,bar drinks men standing people ,bar_drinks_men,39,sitting_standing_man_table,0.28493999155348365,0.4283525
2495,2495,25446,araffes in the dark with a black background there is a man that is standing in the dark with a cell phone,dark background black araffes standing ,dark_background_black,22,background_dark_phone_standing,0.4086811179386191,0.61554307
2496,2496,20908,several people in native clothing are dancing in a field people in native clothing are standing in a circle with hay bales,dancing people hay bales native ,dancing_people_hay,48,people_standing_street_crowd,0.3149428562677685,0.23189351
2497,2497,24594,image of a woman with glasses and a yellow jacket  image of a woman on a video chat with a man,woman video chat image glasses ,woman_video_chat,21,standing_sitting_people_microphone,0.40784026183454053,0.3805101
2498,2498,21220,view of a person flying a parachute over a field  view of a person paragliding over a green hill,paragliding parachute view flying person ,paragliding_parachute_view,36,flying_parachute_sky_paraglider,0.4943497387232396,0.7750967
2499,2499,25680,view of two men on motorcycles with a bridge in the background two men on motorcycles with helmets on riding over a bridge,motorcycles bridge helmets men riding ,motorcycles_bridge_helmets,44,city_building_view_walking,0.3526158644465816,0.22486414
2500,2500,24752,a close up of a small insect on a flower with a blurry background there is a spider that is hanging from a web,insect spider flower web background ,insect_spider_flower,7,water_swimming_fish_bird,0.3952122226825371,0.30925035
2501,2501,26005,there is a woman looking at a piece of paper with a magnifying glass a close up of a pair of scissors with a ring on it there is a man that is standing in front of a table,scissors magnifying woman glass table ,scissors_magnifying_woman,33,standing_cutting_knife_table,0.2570712767044471,0.40720257
2502,2502,23577,woman with sunglasses standing in front of a colorful mural woman in sunglasses standing in front of a colorful mural woman in sunglasses standing in front of a colorful wall with a painting,sunglasses mural painting woman standing ,sunglasses_mural_painting,26,woman_standing_sitting_room,0.25453812250872027,0.31676236
2503,2503,26839,several people sitting at a table with a painting in the background  group of people sitting at a table in a room,painting sitting table people group ,painting_sitting_table,21,standing_sitting_people_microphone,0.40784026183454053,0.32306188
2504,2504,18538,there is a pile of rocks sitting on the ground next to a tree there is a pile of bananas that are sitting on the ground there is a bird that is sitting on the ground in the rain,bananas rain ground tree bird ,bananas_rain_ground,7,water_swimming_fish_bird,0.3952122226825371,0.20610967
2505,2505,26237,a close up of a black background with a black and gold logo there is a man that is standing in the dark with a cell phone,background dark black logo phone ,background_dark_black,22,background_dark_phone_standing,0.4086811179386191,0.6550226
2506,2506,23745,there is a white circular object on a white wall,wall circular white object ,wall_circular_white,15,dark_background_phone_standing,0.2633934019697437,0.27946228
2507,2507,22697,a large building with columns lit up at night a close up of a building with a lot of columns lit up at night,building night lit columns large ,building_night_lit,0,building_clock_tower_view,0.3227643609229151,0.40020943
2508,2508,21012,there are many ducks that are swimming in the water there are many ducks that are swimming in the water,ducks swimming water ,ducks_swimming_water,7,water_swimming_fish_bird,0.3952122226825371,0.50600344
2509,2509,24560,black and white photo of a baseball game with a crowd of people  black and white photo of a baseball game with a crowd of people  black and white photo of a baseball game with a crowd  black and white photo of a baseball game with a crowd,baseball crowd people photo game ,baseball_crowd_people,4,soccer_football_players_people,0.4572096828681727,0.3007659
2510,2510,26653,photograph of a string of lights in the dark a close up of a cell phone with a black background,lights background dark photograph phone ,lights_background_dark,22,background_dark_phone_standing,0.4086811179386191,0.7598193
2511,2511,18960,they are standing on a stage with a green table and a man holding a paper boat they are standing on a stage with a green table and a man holding a paper boat they are standing on a stage with a green table and a man holding a paper boat they are standing on a stage with a green table and a man holding a paper they are standing on a stage with a green table and a man holding a paper boat they are standing on a stage with a green table and a man holding a paper bag,stage standing table boat green ,stage_standing_table,21,standing_sitting_people_microphone,0.40784026183454053,0.5399552
2512,2512,23321,image of three men in suits and hats standing in front of a window  image of a man in a top hat and a man in a suit,men hats suits hat suit ,men_hats_suits,12,photo_standing_woman_people,0.20325916301856198,0.19052431
2513,2513,24938,a woman standing next to a bed in a room with a baby in it a woman in a dress standing next to a bed in a room a black and white photo of a hospital room with a bed and a chair,hospital bed room standing woman ,hospital_bed_room,12,photo_standing_woman_people,0.20325916301856198,0.4201634
2514,2514,21476,there are many people standing around watching a man skateboard there is a man doing a handstand on a skateboard in a park,skateboard handstand park watching standing ,skateboard_handstand_park,19,skateboard_skateboarder_riding_ramp,0.5028911338498195,0.5657347
2515,2515,24104,blonde woman getting her hair cut by a professional hairdresser  woman in a black hoodie and a blue hat,hairdresser woman professional blonde hair ,hairdresser_woman_professional,3,standing_sitting_room_woman,0.1888414480369448,0.27524573
2516,2516,20796,someone is cutting a piece of wood with a knife on a table there is a man that is playing a guitar in a room,guitar cutting knife wood table ,guitar_cutting_knife,13,microphone_guitar_stage_room,0.39757259966634784,0.46302375
2517,2517,21644,there are many people riding bikes down the road together there are many people riding bikes on the road with cars several people riding bikes down a road with trees in the background,bikes riding cars people road ,bikes_riding_cars,9,car_driving_road_view,0.47681021746112046,0.3596379
2518,2518,24336,several people are walking down the street holding signs people walking down a street with a large group of people holding signs,people signs walking street group ,people_signs_walking,48,people_standing_street_crowd,0.3149428562677685,0.51228684
2519,2519,26461,a man in a sheriff uniform holding a picture of a boy a man in a sheriff uniform holding a picture of a boy there is a man holding a picture of a young boy,sheriff uniform picture holding boy ,sheriff_uniform_picture,5,background_picture_screen_person,0.30082338500421407,0.2730179
2520,2520,23113,person on a bike with a red rope attached to it someone is cutting a tree with a pair of scissors,scissors cutting rope bike tree ,scissors_cutting_rope,41,riding_bike_road_dirt,0.33301140946918883,0.383962
2521,2521,22061,there are people standing around a construction site talking to each other there are two men talking to each other in a yard,talking yard people men construction ,talking_yard_people,43,woman_standing_room_dark,0.23219229047408146,0.03554988
2522,2522,24396,"a person is standing in front of a no whiniking sign a person is standing in front of a sign that says, are you serious a picture of a picture of a sign that says are you serious",sign standing whiniking picture person ,sign_standing_whiniking,5,background_picture_screen_person,0.30082338500421407,0.34476873
2523,2523,25244,there is a cat that is walking on a fence there is a cat that is walking up a ramp in the zoo,zoo cat fence ramp walking ,zoo_cat_fence,7,water_swimming_fish_bird,0.3952122226825371,0.14174296
2524,2524,20736,several people are riding horses on a dirt path in a field there are two people riding horses on a dirt road several people are riding horses in a field of flowers there are two women riding horses on a dirt road several people riding horses on a dirt road in a field,horses dirt riding field women ,horses_dirt_riding,20,standing_tree_bird_grass,0.2936226631429917,0.06706628
2525,2525,25076,there are many different items on display in a store there are two people standing in front of a wall with a picture of a man,store display wall people items ,store_display_wall,43,woman_standing_room_dark,0.23219229047408146,0.2834081
2526,2526,24998,skiers are standing in the snow with their feet in the snow skier in black jacket skiing down a snowy slope in the woods araffes view of a person riding a snowboard down a snowy hill,skiers skier skiing snowboard snow ,skiers_skier_skiing,2,skiers_snow_snowy_mountain,0.5481712681854644,0.6826455
2527,2527,20504,arafly paraglider flying over a city with a blue sky arafly paraglider flying over a city with a blue sky,paraglider arafly sky flying blue ,paraglider_arafly_sky,36,flying_parachute_sky_paraglider,0.4943497387232396,0.60453266
2528,2528,19812,there is a man that is looking at his reflection in a mirror there is a man that is looking at a cell phone,mirror reflection phone cell man ,mirror_reflection_phone,23,sitting_standing_man_shirt,0.3523601800203323,0.28456938
2529,2529,22253,there is a man walking down the street with a bag there is a man riding a bike past a bench in a building,walking street bike bag riding ,walking_street_bike,34,street_people_walking_night,0.29037876967513176,0.26948723
2530,2530,23381,there are many people walking down the street at night there is a man and woman standing in a room with a fire,people night woman room walking ,people_night_woman,43,woman_standing_room_dark,0.23219229047408146,0.35334745
2531,2531,25412,skier jumping off a ramp in the snow with trees in the background skier in black jacket doing a trick on a rail in the snow,skier jumping snow ramp trick ,skier_jumping_snow,2,skiers_snow_snowy_mountain,0.5481712681854644,0.46455452
2532,2532,20160,araffes walking down a red carpet in a dark room  image of a woman walking down a red carpeted hallway,araffes carpet hallway carpeted woman ,araffes_carpet_hallway,29,standing_people_stage_woman,0.3886047961704176,0.16454831
2533,2533,22637,they are two men sitting on a bench in a room  man sitting on a wall next to another man in a black and white photo there is a man sitting on a bed in a room,bench men sitting room wall ,bench_men_sitting,3,standing_sitting_room_woman,0.1888414480369448,0.11589933
2534,2534,18598,araffe running in a field with palm trees in the background araffe woman in a bikini throwing a frisbee in a field,frisbee running woman araffe palm ,frisbee_running_woman,27,standing_people_walking_woman,0.14398149883266226,0.1922529
2535,2535,27345,there is a bird that is sitting on a tree branch there is a bird that is sitting in a tree,bird tree branch sitting ,bird_tree_branch,20,standing_tree_bird_grass,0.2936226631429917,0.5302529
2536,2536,26297,a close up of a person getting a tattoo on their arm someone is getting their nails done with blue gloves,tattoo nails gloves arm blue ,tattoo_nails_gloves,33,standing_cutting_knife_table,0.2570712767044471,0.255412
2537,2537,22405,man in a white shirt and tie holding a camera  man in a white shirt and tie holding a camera,camera tie holding white shirt ,camera_tie_holding,23,sitting_standing_man_shirt,0.3523601800203323,0.3345333
2538,2538,26899,a woman with a guitar sings into a microphone in front of a brick wall a woman with a guitar sings into a microphone in a dark room,woman microphone sings wall guitar ,woman_microphone_sings,13,microphone_guitar_stage_room,0.39757259966634784,0.50202566
2539,2539,27177,someone is holding a bottle of medicine in a case someone is putting a bottle of cannabis oil in a case someone is holding a bottle of liquid in a case,bottle cannabis liquid medicine oil ,bottle_cannabis_liquid,33,standing_cutting_knife_table,0.2570712767044471,0.13754673
2540,2540,19678,two women standing in a doorway looking at each other there is a woman standing in a doorway talking to a woman,doorway women woman standing talking ,doorway_women_woman,26,woman_standing_sitting_room,0.25453812250872027,0.4746544
2541,2541,25620,there are three horses that are standing in the snow there are three deer standing in the snow by the water,deer horses snow standing water ,deer_horses_snow,7,water_swimming_fish_bird,0.3952122226825371,0.108734965
2542,2542,21280,man standing in front of a door with his back turned  man standing in front of a window in a dark room,door window room dark standing ,door_window_room,26,woman_standing_sitting_room,0.25453812250872027,0.2673108
2543,2543,20352,there is a pan with a mixture of food in it there is a close up of a mixture of food in a bowl,mixture bowl pan food close ,mixture_bowl_pan,33,standing_cutting_knife_table,0.2570712767044471,0.06493093
2544,2544,24534,there is a man and woman standing at a counter in a restaurant there is a man and woman standing at a desk in a room,restaurant desk counter room standing ,restaurant_desk_counter,10,bride_groom_wedding_standing,0.5019372143691851,0.25244796
2545,2545,21046,baseball fans are watching a game from the stands people are standing in a stadium watching a baseball game,baseball stadium fans stands watching ,baseball_stadium_fans,47,standing_sitting_people_woman,0.20471697323418295,0.20216464
2546,2546,20194,image of a large crowd of people in a building  group of people in canada t - shirts posing for a picture,crowd people posing group shirts ,crowd_people_posing,48,people_standing_street_crowd,0.3149428562677685,0.49694008
2547,2547,23711,there is a woman talking to another woman in a white shirt there is a woman that is talking to another woman,woman talking white shirt ,woman_talking_white,40,woman_sitting_standing_table,0.31939566804951913,0.42439798
2548,2548,26263,there is a shelf with a basket and a bottle of water on it,shelf basket bottle water ,shelf_basket_bottle,43,woman_standing_room_dark,0.23219229047408146,0.17789611
2549,2549,23523,man standing in front of a door talking on a cell phone there is a man walking by a sign that says herbbell there is a man standing in front of a store talking on a cell phone,door standing herbbell phone sign ,door_standing_herbbell,43,woman_standing_room_dark,0.23219229047408146,0.102929786
2550,2550,27183,there is a man standing next to a cart with oranges someone is working on a piece of wood with a hammer,hammer cart wood standing oranges ,hammer_cart_wood,33,standing_cutting_knife_table,0.2570712767044471,0.27643928
2551,2551,26051,there is a man with a cast on his leg and a crutch there is a man that is standing in the middle of a dance class,dance class leg crutch standing ,dance_class_leg,29,standing_people_stage_woman,0.3886047961704176,0.34287897
2552,2552,24706,cars parked in a parking lot with a poster on the roof a close up of a baseball bat on a wet surface,parked parking cars poster bat ,parked_parking_cars,6,standing_walking_people_car,0.20222016658887945,0.41652766
2553,2553,21274,there is a small bear walking through the woods with people there is a small animal that is walking in the woods,bear woods walking animal small ,bear_woods_walking,20,standing_tree_bird_grass,0.2936226631429917,0.3331079
2554,2554,22095,a close up of a logo with a red circle on it a close up of a logo with a red circle on it,logo red circle close ,logo_red_circle,22,background_dark_phone_standing,0.4086811179386191,0.26507863
2555,2555,23147,arafie desk with a woman sitting at a desk and a man sitting at a desk arafie des studio tv studio with a woman sitting at a desk,desk arafie studio tv sitting ,desk_arafie_studio,38,sitting_suit_table_tie,0.3197637295517593,0.21571426
2556,2556,26435,there is a boat that is floating in the water near a cliff there is a boat that is floating in the water near a cliff,boat cliff floating water near ,boat_cliff_floating,15,dark_background_phone_standing,0.2633934019697437,-0.031784426
2557,2557,24362,a white album with a red and black logo on it a white album with a red and black logo on it,album logo red black white ,album_logo_red,22,background_dark_phone_standing,0.4086811179386191,0.19426405
2558,2558,21610,there are two jars of natural products on a table someone is putting salt in a box on a table,jars salt products table box ,jars_salt_products,33,standing_cutting_knife_table,0.2570712767044471,0.30979517
2559,2559,24150,woman holding a piece of paper in front of a christmas tree woman sitting at a table with a piece of paper in front of her woman sitting at a table with a piece of paper in front of her,christmas paper woman tree table ,christmas_paper_woman,40,woman_sitting_standing_table,0.31939566804951913,0.5977743
2560,2560,25082,man sitting in a chair looking out a window  black and white photo of a group of men in suits,sitting chair men suits window ,sitting_chair_men,12,photo_standing_woman_people,0.20325916301856198,0.0984598
2561,2561,21422,two women sitting at a table with hats on top of them two women sitting at a table with hats on top of them,women hats table sitting ,women_hats_table,40,woman_sitting_standing_table,0.31939566804951913,0.4898752
2562,2562,23375,there is a man that is flying a kite in the air there are two people that are paragliding in the grass,kite paragliding flying grass air ,kite_paragliding_flying,36,flying_parachute_sky_paraglider,0.4943497387232396,0.66832244
2563,2563,18934,field with hay bales and wind turbines in the distance  view of a wind farm at sunset with a car driving by  field with hay bales and wind turbines in the distance,wind turbines hay sunset farm ,wind_turbines_hay,31,sky_view_flying_sunset,0.3993302132923178,0.5429352
2564,2564,26607,there are many people sitting at tables in a restaurant a bride and groom are walking down the aisle at their wedding a blurry image of a building with a street light in the background,wedding aisle bride restaurant groom ,wedding_aisle_bride,34,street_people_walking_night,0.29037876967513176,0.30350214
2565,2565,27148,ship on a map of the world with a small boat a close up of a map of a river and a road,boat map river ship road ,boat_map_river,0,building_clock_tower_view,0.3227643609229151,0.19075882
2566,2566,18795,cars are driving down a busy city street at night araffes are riding on a city street at night,cars night driving street araffes ,cars_night_driving,34,street_people_walking_night,0.29037876967513176,0.6326793
2567,2567,19647,there are two birds sitting on a tree branch with a green bird in the background blurry photograph of a green bird flying through a tree,birds bird tree photograph branch ,birds_bird_tree,20,standing_tree_bird_grass,0.2936226631429917,0.51105016
2568,2568,22608,there is a fire hydrant in the snow next to a tree there is a man that is standing in the snow with a kite,snow kite tree hydrant standing ,snow_kite_tree,2,skiers_snow_snowy_mountain,0.5481712681854644,0.3391907
2569,2569,19475,a close up of a cell phone with a picture of a cell phone  image of a tv with the words annice and a picture of a tv,tv image phone picture cell ,tv_image_phone,5,background_picture_screen_person,0.30082338500421407,0.3395709
2570,2570,20963,there is a man that is standing in the street talking on a cell phone there is a man walking down the street with a white dress,street phone walking talking dress ,street_phone_walking,48,people_standing_street_crowd,0.3149428562677685,0.26406997
2571,2571,19011,there are people on the beach under a yellow umbrella blurry photo of a beach with people walking on the sand,beach sand umbrella people photo ,beach_sand_umbrella,11,ocean_beach_boat_water,0.38622879080706574,0.43216333
2572,2572,25049,someone is cutting an orange with a knife on a cutting board someone is holding an orange in their hand on a table,cutting knife orange table board ,cutting_knife_orange,33,standing_cutting_knife_table,0.2570712767044471,0.57445526
2573,2573,25875,car parked on the side of the road in front of a building cars parked in front of a tall building with a sign on the top,parked car cars road sign ,parked_car_cars,34,street_people_walking_night,0.29037876967513176,0.27607188
2574,2574,20709,there is a man riding a kayak down a river someone is kayaking down a river with a paddle and a paddle board a close up of a plane flying through a cloudy sky,kayak kayaking paddle river flying ,kayak_kayaking_paddle,42,climbing_mountain_rock_river,0.37658209019215205,0.31842166
2575,2575,22862,there is a fish that is swimming in the water there is a fish that is swimming in the water,fish swimming water ,fish_swimming_water,7,water_swimming_fish_bird,0.3952122226825371,0.659251
2576,2576,19223,there is a living room with a lot of furniture in it there is a blurry photo of a person holding a frisbee,frisbee furniture photo room blurry ,frisbee_furniture_photo,5,background_picture_screen_person,0.30082338500421407,0.38499165
2577,2577,22298,a close up of a black background with a white logo a close up of a laptop computer on a black background,background laptop logo computer black ,background_laptop_logo,22,background_dark_phone_standing,0.4086811179386191,0.42362508
2578,2578,26638,there is a couch that is sitting in front of a window there is a person sitting on a couch reading a book,couch window sitting reading person ,couch_window_sitting,3,standing_sitting_room_woman,0.1888414480369448,0.25146535
2579,2579,24953,there is a bear that is standing on a rock in the water there are rocks in the water near the trees and water,bear rocks trees rock water ,bear_rocks_trees,20,standing_tree_bird_grass,0.2936226631429917,0.1586893
2580,2580,25881,a view of a forest with a lake in the distance  view of a mountain range with a forest and a mountain range,mountain forest lake distance view ,mountain_forest_lake,20,standing_tree_bird_grass,0.2936226631429917,0.34227887
2581,2581,23178,skiers climbing up a steep mountain with a snowboard and skis skiers are going down a steep mountain side with a snowboard,skiers skis snowboard climbing steep ,skiers_skis_snowboard,2,skiers_snow_snowy_mountain,0.5481712681854644,0.6260105
2582,2582,22896,a view of a mountain with a cloudy sky and a sun  man standing on a rocky mountain looking at the sky,mountain sky cloudy sun view ,mountain_sky_cloudy,36,flying_parachute_sky_paraglider,0.4943497387232396,0.2647033
2583,2583,23944,there is a man that is sitting down with a cell phone there is a man holding a cell phone in his hand,phone sitting hand holding man ,phone_sitting_hand,39,sitting_standing_man_table,0.28493999155348365,0.26766807
2584,2584,24739,there is a man sitting at a table with a piece of paper there is a man sitting at a table with a piece of paper there is a man sitting at a table with a plate of food,table plate food sitting paper ,table_plate_food,23,sitting_standing_man_shirt,0.3523601800203323,0.3331636
2585,2585,20399,there are three boys sitting on a couch together and one is holding a remote several young boys are sitting together and one is holding a umbrella,couch boys umbrella remote sitting ,couch_boys_umbrella,39,sitting_standing_man_table,0.28493999155348365,0.0030460346
2586,2586,26852,image of two men walking down a street talking a black and white photo of a giraffe standing on a metal staircase,giraffe staircase walking photo men ,giraffe_staircase_walking,12,photo_standing_woman_people,0.20325916301856198,0.12238321
2587,2587,18761,there is a man in a raft with a fishing rod in the water there is a man standing on a rock in the water,raft fishing rod rock standing ,raft_fishing_rod,11,ocean_beach_boat_water,0.38622879080706574,0.30939266
2588,2588,18553,surfer with long hair and a beard holding a surfboard surfer with long hair sitting on a surfboard on the beach,surfer surfboard beard hair beach ,surfer_surfboard_beard,11,ocean_beach_boat_water,0.38622879080706574,0.3466679
2589,2589,19481,there is a young boy writing on a blackboard with a wooden stick there is a man writing on a blackboard with a chalk,blackboard writing chalk stick wooden ,blackboard_writing_chalk,27,standing_people_walking_woman,0.14398149883266226,-0.15956575
2590,2590,21845,there is a man pushing a cart with a box in it there is a man standing in a garage with a car in the garage there is a man walking with a tennis racket in a garage,garage cart car pushing walking ,garage_cart_car,34,street_people_walking_night,0.29037876967513176,0.1368062
2591,2591,20997,there is a boat that is sitting on the side of the river there is a red truck parked on the side of the road there is a dog that is standing in the water near a yellow object,boat river truck dog parked ,boat_river_truck,11,ocean_beach_boat_water,0.38622879080706574,0.3512288
2592,2592,21079,two men sitting on a bench in front of a yellow wall several people sitting around a table with a beer in a room three men sitting down and talking to each other,men beer bench people sitting ,men_beer_bench,39,sitting_standing_man_table,0.28493999155348365,0.39767972
2593,2593,24157,two men standing outside of a store front with a dog there is a black and white photo of a man and woman standing outside a store,store outside standing men photo ,store_outside_standing,12,photo_standing_woman_people,0.20325916301856198,0.32985336
2594,2594,25085,there is a man riding a skateboard down a street there is a skateboarder riding down a ramp in a park,skateboarder skateboard park street ramp ,skateboarder_skateboard_park,34,street_people_walking_night,0.29037876967513176,0.15641376
2595,2595,21425,there is a woman and a little girl playing with a frisbee there is a woman and a little girl standing on a deck,frisbee deck woman playing standing ,frisbee_deck_woman,27,standing_people_walking_woman,0.14398149883266226,0.25626615
2596,2596,18933,there are two men in wet suits standing next to each other there are two men in wet suits and one is wearing a hood,suits men wet hood standing ,suits_men_wet,11,ocean_beach_boat_water,0.38622879080706574,0.118009984
2597,2597,23372,there is a bird that is standing in the water by some grass there is a woman that is standing in the grass by a bench,bird woman standing grass water ,bird_woman_standing,20,standing_tree_bird_grass,0.2936226631429917,0.40779164
2598,2598,26600,there are people sitting at tables on the beach by the water people sitting at tables on the beach with umbrellas over the water,umbrellas beach tables people sitting ,umbrellas_beach_tables,11,ocean_beach_boat_water,0.38622879080706574,0.39836124
2599,2599,22092,there is a man sitting at a desk with a computer and a keyboard there is a man sitting at a desk with a computer,desk keyboard computer sitting man ,desk_keyboard_computer,1,sitting_man_shirt_standing,0.3279293091524215,0.34075207
2600,2600,23140,three men in white suits sitting on a bed in a room three men in white suits sitting on a bed in a room,suits men bed room sitting ,suits_men_bed,23,sitting_standing_man_shirt,0.3523601800203323,0.24262728
2601,2601,26432,there is a man and woman sitting together at a table several people standing in a room with a door and a wall there are many people posing for a picture in a store,people store table room posing ,people_store_table,35,woman_sitting_table_talking,0.2879822588946721,0.37545958
2602,2602,24365,image of a group of people running in a race  image of a group of people running in a race,race running group people image ,race_running_group,41,riding_bike_road_dirt,0.33301140946918883,0.05292741
2603,2603,21617,a close up of a person with a microphone in a dark room a close up of a person with a microphone in a dark room,microphone room dark person close ,microphone_room_dark,26,woman_standing_sitting_room,0.25453812250872027,0.37622246
2604,2604,23524,view of a field with a sun and a clear blue sky araffe flying over a field with a sun in the background,sky field sun flying araffe ,sky_field_sun,36,flying_parachute_sky_paraglider,0.4943497387232396,0.3879627
2605,2605,27184,man in green shirt driving a car with a green hat  man in a green hat driving a car on a city street  man in a green jacket and hat driving a car cars driving down a busy city street with tall buildings in the background,green cars car street driving ,green_cars_car,34,street_people_walking_night,0.29037876967513176,0.18091637
2606,2606,18759,woman in a coat entering a hotel room doorways and windows of a building with a sign on the side,doorways entering hotel woman coat ,doorways_entering_hotel,3,standing_sitting_room_woman,0.1888414480369448,0.4236594
2607,2607,26056,a close up of a couple walking down a street with a car a close up of a couple walking in the rain with umbrellas,couple rain umbrellas walking car ,couple_rain_umbrellas,10,bride_groom_wedding_standing,0.5019372143691851,0.12663291
2608,2608,24701,there is a young man sitting on a bed playing a video game there is a ceiling fan that is on the ceiling in a room there is a young man sitting on a bed using a laptop,laptop sitting bed fan ceiling ,laptop_sitting_bed,3,standing_sitting_room_woman,0.1888414480369448,0.16746537
2609,2609,21273,text on a black background with a purple background there is a man standing in front of a cave with a bat,bat background text cave standing ,bat_background_text,15,dark_background_phone_standing,0.2633934019697437,0.25617558
2610,2610,24533,there is a man that is talking on a cell phone there is a man with a green hat sitting at a table,phone table sitting green cell ,phone_table_sitting,39,sitting_standing_man_table,0.28493999155348365,0.54510814
2611,2611,21041,araffes in a forest with a stream of water  view of a forest with a trail and trees,forest araffes trees trail water ,forest_araffes_trees,42,climbing_mountain_rock_river,0.37658209019215205,0.383105
2612,2612,20193,dancers in a group perform a dance routine on stage araffes in a black dress and a woman in a black dress,dancers dance stage perform dress ,dancers_dance_stage,29,standing_people_stage_woman,0.3886047961704176,0.56618464
2613,2613,23716,three men in white suits sitting on a bed in a room three men in white suits sitting on a bed in a room,suits men bed room sitting ,suits_men_bed,23,sitting_standing_man_shirt,0.3523601800203323,0.24262728
2614,2614,26264,araffe woman sitting in front of a mirror in a room there is a woman sitting on a chair in front of a tv there is a woman sitting at a table in front of a mirror,mirror araffe chair woman sitting ,mirror_araffe_chair,26,woman_standing_sitting_room,0.25453812250872027,0.5112201
2615,2615,22402,there are people on the beach with surfboards and a kite there is a person walking on the beach with a surfboard there are two people on the beach flying a kite,kite surfboards beach surfboard people ,kite_surfboards_beach,11,ocean_beach_boat_water,0.38622879080706574,0.43855724
2616,2616,27170,a close up of a black and white photograph of a spray of paint a close up of a black and white picture of a sign  photograph of a black and white photo of a pair of bow ties,paint photo bow photograph sign ,paint_photo_bow,15,dark_background_phone_standing,0.2633934019697437,0.21851295
2617,2617,25627,several people sitting in chairs talking to each other in a room,chairs talking people room sitting ,chairs_talking_people,39,sitting_standing_man_table,0.28493999155348365,0.2851934
2618,2618,21287,blonde woman in a white shirt and tie standing in front of a tree blonde woman in white shirt and tie standing in front of a tree,tree blonde standing woman tie ,tree_blonde_standing,40,woman_sitting_standing_table,0.31939566804951913,0.2941148
2619,2619,20355,people are standing in a line on the street watching a parade people are walking down the street in a line to get into a parade,parade line street people walking ,parade_line_street,48,people_standing_street_crowd,0.3149428562677685,0.5632329
2620,2620,25415,woman in black jacket talking to camera with text on screen woman in black jacket standing in front of a window with a green chair,woman talking screen text camera ,woman_talking_screen,18,woman_sitting_standing_chair,0.3407688460384424,0.43470854
